"","route","region","nyears","matssname"
"166",64,72,30,"bbs_rtrg_64_72"
"167",64,83,30,"bbs_rtrg_64_83"
"168",65,61,30,"bbs_rtrg_65_61"
"169",67,25,30,"bbs_rtrg_67_25"
"170",69,91,30,"bbs_rtrg_69_91"
"171",70,91,30,"bbs_rtrg_70_91"
"172",71,14,30,"bbs_rtrg_71_14"
"173",81,25,30,"bbs_rtrg_81_25"
"174",83,72,30,"bbs_rtrg_83_72"
"175",84,72,30,"bbs_rtrg_84_72"
"176",86,72,30,"bbs_rtrg_86_72"
"177",87,25,30,"bbs_rtrg_87_25"
"178",89,61,30,"bbs_rtrg_89_61"
"179",90,72,30,"bbs_rtrg_90_72"
"180",98,14,30,"bbs_rtrg_98_14"
"181",102,45,30,"bbs_rtrg_102_45"
"182",107,66,30,"bbs_rtrg_107_66"
"183",113,68,30,"bbs_rtrg_113_68"
"184",119,3,30,"bbs_rtrg_119_3"
"185",119,68,30,"bbs_rtrg_119_68"
"186",120,92,30,"bbs_rtrg_120_92"
"187",121,61,30,"bbs_rtrg_121_61"
"188",123,46,30,"bbs_rtrg_123_46"
"189",128,33,30,"bbs_rtrg_128_33"
"190",131,52,30,"bbs_rtrg_131_52"
"191",132,72,30,"bbs_rtrg_132_72"
"192",155,72,30,"bbs_rtrg_155_72"
"193",165,72,30,"bbs_rtrg_165_72"
"194",186,14,30,"bbs_rtrg_186_14"
"195",188,14,30,"bbs_rtrg_188_14"
"196",208,11,30,"bbs_rtrg_208_11"
"197",220,33,30,"bbs_rtrg_220_33"
"198",224,3,30,"bbs_rtrg_224_3"
"199",255,11,30,"bbs_rtrg_255_11"
