"","route","region","nyears","matssname"
"446",21,39,29,"bbs_rtrg_21_39"
"447",21,45,26,"bbs_rtrg_21_45"
"448",21,49,26,"bbs_rtrg_21_49"
"449",21,52,29,"bbs_rtrg_21_52"
"450",21,56,26,"bbs_rtrg_21_56"
"451",21,58,25,"bbs_rtrg_21_58"
"452",21,59,30,"bbs_rtrg_21_59"
"453",21,65,24,"bbs_rtrg_21_65"
"454",21,66,30,"bbs_rtrg_21_66"
"455",21,67,24,"bbs_rtrg_21_67"
"456",21,69,30,"bbs_rtrg_21_69"
"457",21,72,27,"bbs_rtrg_21_72"
"458",21,76,28,"bbs_rtrg_21_76"
"459",21,80,26,"bbs_rtrg_21_80"
"460",21,82,24,"bbs_rtrg_21_82"
"461",21,85,29,"bbs_rtrg_21_85"
"462",21,88,28,"bbs_rtrg_21_88"
"463",22,2,29,"bbs_rtrg_22_2"
"464",22,4,28,"bbs_rtrg_22_4"
"465",22,7,29,"bbs_rtrg_22_7"
"466",22,25,30,"bbs_rtrg_22_25"
"467",22,33,25,"bbs_rtrg_22_33"
"468",22,34,29,"bbs_rtrg_22_34"
"469",22,35,28,"bbs_rtrg_22_35"
"470",22,46,24,"bbs_rtrg_22_46"
"471",22,47,24,"bbs_rtrg_22_47"
"472",22,49,27,"bbs_rtrg_22_49"
"473",22,54,29,"bbs_rtrg_22_54"
"474",22,58,29,"bbs_rtrg_22_58"
"475",22,60,30,"bbs_rtrg_22_60"
"476",22,61,26,"bbs_rtrg_22_61"
"477",22,63,25,"bbs_rtrg_22_63"
"478",22,66,28,"bbs_rtrg_22_66"
"479",22,67,27,"bbs_rtrg_22_67"
"480",22,68,30,"bbs_rtrg_22_68"
"481",22,69,29,"bbs_rtrg_22_69"
"482",22,72,29,"bbs_rtrg_22_72"
"483",22,76,30,"bbs_rtrg_22_76"
"484",22,82,25,"bbs_rtrg_22_82"
"485",22,83,25,"bbs_rtrg_22_83"
"486",22,85,25,"bbs_rtrg_22_85"
"487",22,87,25,"bbs_rtrg_22_87"
"488",22,91,29,"bbs_rtrg_22_91"
"489",23,7,28,"bbs_rtrg_23_7"
"490",23,34,29,"bbs_rtrg_23_34"
"491",23,51,29,"bbs_rtrg_23_51"
"492",23,53,24,"bbs_rtrg_23_53"
"493",23,60,30,"bbs_rtrg_23_60"
"494",23,64,26,"bbs_rtrg_23_64"
"495",23,67,30,"bbs_rtrg_23_67"
"496",23,69,25,"bbs_rtrg_23_69"
"497",23,72,27,"bbs_rtrg_23_72"
"498",23,76,24,"bbs_rtrg_23_76"
"499",23,82,28,"bbs_rtrg_23_82"
"500",23,87,24,"bbs_rtrg_23_87"
"501",23,88,30,"bbs_rtrg_23_88"
"502",23,89,26,"bbs_rtrg_23_89"
"503",23,91,26,"bbs_rtrg_23_91"
"504",24,2,27,"bbs_rtrg_24_2"
"505",24,3,24,"bbs_rtrg_24_3"
"506",24,6,25,"bbs_rtrg_24_6"
"507",24,7,27,"bbs_rtrg_24_7"
"508",24,25,28,"bbs_rtrg_24_25"
"509",24,34,29,"bbs_rtrg_24_34"
"510",24,36,26,"bbs_rtrg_24_36"
"511",24,38,24,"bbs_rtrg_24_38"
"512",24,53,25,"bbs_rtrg_24_53"
"513",24,60,30,"bbs_rtrg_24_60"
"514",24,61,25,"bbs_rtrg_24_61"
"515",24,63,30,"bbs_rtrg_24_63"
"516",24,64,25,"bbs_rtrg_24_64"
"517",24,67,25,"bbs_rtrg_24_67"
"518",24,83,25,"bbs_rtrg_24_83"
"519",24,85,24,"bbs_rtrg_24_85"
"520",24,88,24,"bbs_rtrg_24_88"
"521",24,91,29,"bbs_rtrg_24_91"
"522",25,2,28,"bbs_rtrg_25_2"
"523",25,6,25,"bbs_rtrg_25_6"
"524",25,25,28,"bbs_rtrg_25_25"
"525",25,33,27,"bbs_rtrg_25_33"
"526",25,34,30,"bbs_rtrg_25_34"
"527",25,38,24,"bbs_rtrg_25_38"
"528",25,39,29,"bbs_rtrg_25_39"
"529",25,49,27,"bbs_rtrg_25_49"
"530",25,53,28,"bbs_rtrg_25_53"
"531",25,54,26,"bbs_rtrg_25_54"
"532",25,60,28,"bbs_rtrg_25_60"
"533",25,66,28,"bbs_rtrg_25_66"
"534",25,68,28,"bbs_rtrg_25_68"
"535",25,72,28,"bbs_rtrg_25_72"
"536",25,82,28,"bbs_rtrg_25_82"
"537",25,89,25,"bbs_rtrg_25_89"
"538",25,91,24,"bbs_rtrg_25_91"
"539",26,2,24,"bbs_rtrg_26_2"
"540",26,4,25,"bbs_rtrg_26_4"
"541",26,7,27,"bbs_rtrg_26_7"
"542",26,34,26,"bbs_rtrg_26_34"
"543",26,35,27,"bbs_rtrg_26_35"
"544",26,38,30,"bbs_rtrg_26_38"
"545",26,39,24,"bbs_rtrg_26_39"
"546",26,42,26,"bbs_rtrg_26_42"
"547",26,44,29,"bbs_rtrg_26_44"
"548",26,53,30,"bbs_rtrg_26_53"
"549",26,64,26,"bbs_rtrg_26_64"
"550",26,67,24,"bbs_rtrg_26_67"
"551",26,68,30,"bbs_rtrg_26_68"
"552",26,69,30,"bbs_rtrg_26_69"
"553",26,82,27,"bbs_rtrg_26_82"
"554",26,83,25,"bbs_rtrg_26_83"
"555",26,88,25,"bbs_rtrg_26_88"
"556",26,90,29,"bbs_rtrg_26_90"
"557",26,91,29,"bbs_rtrg_26_91"
"558",26,92,26,"bbs_rtrg_26_92"
"559",27,2,27,"bbs_rtrg_27_2"
"560",27,4,24,"bbs_rtrg_27_4"
"561",27,7,27,"bbs_rtrg_27_7"
"562",27,25,30,"bbs_rtrg_27_25"
"563",27,27,28,"bbs_rtrg_27_27"
"564",27,33,30,"bbs_rtrg_27_33"
"565",27,38,28,"bbs_rtrg_27_38"
"566",27,46,25,"bbs_rtrg_27_46"
"567",27,52,27,"bbs_rtrg_27_52"
"568",27,53,29,"bbs_rtrg_27_53"
"569",27,54,24,"bbs_rtrg_27_54"
"570",27,60,28,"bbs_rtrg_27_60"
"571",27,65,28,"bbs_rtrg_27_65"
"572",27,67,24,"bbs_rtrg_27_67"
"573",27,82,27,"bbs_rtrg_27_82"
"574",27,89,28,"bbs_rtrg_27_89"
"575",27,90,28,"bbs_rtrg_27_90"
"576",27,91,28,"bbs_rtrg_27_91"
"577",28,2,24,"bbs_rtrg_28_2"
"578",28,4,29,"bbs_rtrg_28_4"
"579",28,6,28,"bbs_rtrg_28_6"
"580",28,7,29,"bbs_rtrg_28_7"
"581",28,35,27,"bbs_rtrg_28_35"
"582",28,36,30,"bbs_rtrg_28_36"
