"","route","region","nyears","matssname"
"374",29,72,30,"bbs_rtrg_29_72"
"375",29,81,30,"bbs_rtrg_29_81"
"376",29,82,27,"bbs_rtrg_29_82"
"377",29,88,27,"bbs_rtrg_29_88"
"378",29,89,29,"bbs_rtrg_29_89"
"379",29,91,30,"bbs_rtrg_29_91"
"380",30,34,30,"bbs_rtrg_30_34"
"381",30,38,30,"bbs_rtrg_30_38"
"382",30,46,30,"bbs_rtrg_30_46"
"383",30,51,30,"bbs_rtrg_30_51"
"384",30,61,28,"bbs_rtrg_30_61"
"385",30,63,27,"bbs_rtrg_30_63"
"386",30,88,28,"bbs_rtrg_30_88"
"387",30,89,27,"bbs_rtrg_30_89"
"388",30,92,30,"bbs_rtrg_30_92"
"389",31,17,30,"bbs_rtrg_31_17"
"390",31,34,27,"bbs_rtrg_31_34"
"391",31,46,29,"bbs_rtrg_31_46"
"392",31,54,27,"bbs_rtrg_31_54"
"393",31,60,30,"bbs_rtrg_31_60"
"394",31,72,28,"bbs_rtrg_31_72"
"395",31,82,27,"bbs_rtrg_31_82"
"396",31,91,27,"bbs_rtrg_31_91"
"397",32,6,30,"bbs_rtrg_32_6"
"398",32,17,27,"bbs_rtrg_32_17"
"399",32,34,27,"bbs_rtrg_32_34"
"400",32,36,29,"bbs_rtrg_32_36"
"401",32,38,28,"bbs_rtrg_32_38"
"402",32,44,29,"bbs_rtrg_32_44"
"403",32,46,28,"bbs_rtrg_32_46"
"404",32,50,30,"bbs_rtrg_32_50"
"405",32,82,27,"bbs_rtrg_32_82"
"406",33,27,30,"bbs_rtrg_33_27"
"407",33,36,28,"bbs_rtrg_33_36"
"408",33,44,28,"bbs_rtrg_33_44"
"409",33,46,27,"bbs_rtrg_33_46"
"410",33,49,28,"bbs_rtrg_33_49"
"411",33,50,30,"bbs_rtrg_33_50"
"412",33,64,27,"bbs_rtrg_33_64"
"413",33,69,27,"bbs_rtrg_33_69"
"414",33,72,30,"bbs_rtrg_33_72"
"415",33,79,30,"bbs_rtrg_33_79"
"416",33,83,28,"bbs_rtrg_33_83"
"417",33,91,27,"bbs_rtrg_33_91"
"418",34,34,27,"bbs_rtrg_34_34"
"419",34,67,29,"bbs_rtrg_34_67"
"420",34,72,29,"bbs_rtrg_34_72"
"421",34,82,30,"bbs_rtrg_34_82"
"422",35,2,27,"bbs_rtrg_35_2"
"423",35,17,28,"bbs_rtrg_35_17"
"424",35,35,29,"bbs_rtrg_35_35"
"425",35,46,29,"bbs_rtrg_35_46"
"426",35,49,27,"bbs_rtrg_35_49"
"427",35,50,29,"bbs_rtrg_35_50"
"428",35,66,27,"bbs_rtrg_35_66"
"429",35,69,28,"bbs_rtrg_35_69"
"430",35,72,30,"bbs_rtrg_35_72"
"431",35,91,27,"bbs_rtrg_35_91"
"432",36,27,28,"bbs_rtrg_36_27"
"433",36,46,30,"bbs_rtrg_36_46"
"434",36,53,29,"bbs_rtrg_36_53"
"435",36,72,29,"bbs_rtrg_36_72"
"436",36,89,27,"bbs_rtrg_36_89"
"437",36,91,27,"bbs_rtrg_36_91"
"438",37,17,30,"bbs_rtrg_37_17"
"439",37,25,28,"bbs_rtrg_37_25"
"440",37,35,27,"bbs_rtrg_37_35"
"441",37,38,28,"bbs_rtrg_37_38"
"442",37,46,29,"bbs_rtrg_37_46"
"443",37,50,30,"bbs_rtrg_37_50"
"444",37,68,28,"bbs_rtrg_37_68"
"445",37,90,28,"bbs_rtrg_37_90"
"446",38,34,29,"bbs_rtrg_38_34"
"447",38,35,29,"bbs_rtrg_38_35"
"448",38,42,27,"bbs_rtrg_38_42"
"449",38,46,29,"bbs_rtrg_38_46"
"450",38,49,30,"bbs_rtrg_38_49"
"451",38,61,28,"bbs_rtrg_38_61"
"452",38,72,27,"bbs_rtrg_38_72"
"453",38,90,27,"bbs_rtrg_38_90"
"454",39,35,27,"bbs_rtrg_39_35"
"455",39,46,29,"bbs_rtrg_39_46"
"456",39,49,29,"bbs_rtrg_39_49"
"457",39,53,27,"bbs_rtrg_39_53"
"458",39,64,28,"bbs_rtrg_39_64"
"459",39,72,27,"bbs_rtrg_39_72"
"460",39,76,30,"bbs_rtrg_39_76"
"461",39,91,29,"bbs_rtrg_39_91"
"462",40,4,30,"bbs_rtrg_40_4"
"463",40,17,29,"bbs_rtrg_40_17"
"464",40,39,27,"bbs_rtrg_40_39"
"465",40,53,30,"bbs_rtrg_40_53"
"466",40,54,30,"bbs_rtrg_40_54"
"467",40,88,27,"bbs_rtrg_40_88"
"468",41,3,30,"bbs_rtrg_41_3"
"469",41,27,27,"bbs_rtrg_41_27"
"470",41,34,30,"bbs_rtrg_41_34"
"471",41,46,28,"bbs_rtrg_41_46"
"472",41,49,28,"bbs_rtrg_41_49"
"473",41,56,30,"bbs_rtrg_41_56"
"474",41,81,29,"bbs_rtrg_41_81"
"475",41,82,27,"bbs_rtrg_41_82"
"476",41,88,27,"bbs_rtrg_41_88"
"477",41,90,29,"bbs_rtrg_41_90"
"478",41,91,28,"bbs_rtrg_41_91"
"479",42,34,30,"bbs_rtrg_42_34"
"480",42,46,29,"bbs_rtrg_42_46"
"481",42,50,27,"bbs_rtrg_42_50"
"482",42,64,30,"bbs_rtrg_42_64"
"483",42,66,30,"bbs_rtrg_42_66"
"484",42,82,28,"bbs_rtrg_42_82"
"485",42,83,30,"bbs_rtrg_42_83"
"486",42,91,30,"bbs_rtrg_42_91"
"487",43,2,30,"bbs_rtrg_43_2"
"488",43,34,29,"bbs_rtrg_43_34"
"489",43,46,29,"bbs_rtrg_43_46"
"490",43,50,27,"bbs_rtrg_43_50"
"491",43,64,28,"bbs_rtrg_43_64"
"492",43,88,28,"bbs_rtrg_43_88"
"493",43,89,30,"bbs_rtrg_43_89"
"494",43,91,29,"bbs_rtrg_43_91"
"495",44,17,30,"bbs_rtrg_44_17"
"496",44,34,30,"bbs_rtrg_44_34"
"497",44,39,30,"bbs_rtrg_44_39"
"498",44,46,30,"bbs_rtrg_44_46"
"499",44,88,29,"bbs_rtrg_44_88"
"500",44,89,27,"bbs_rtrg_44_89"
"501",44,90,27,"bbs_rtrg_44_90"
"502",44,91,27,"bbs_rtrg_44_91"
"503",45,2,30,"bbs_rtrg_45_2"
"504",45,11,29,"bbs_rtrg_45_11"
"505",45,55,27,"bbs_rtrg_45_55"
"506",45,61,28,"bbs_rtrg_45_61"
"507",45,83,29,"bbs_rtrg_45_83"
"508",45,91,29,"bbs_rtrg_45_91"
"509",46,27,30,"bbs_rtrg_46_27"
"510",46,34,30,"bbs_rtrg_46_34"
"511",46,90,29,"bbs_rtrg_46_90"
"512",47,2,30,"bbs_rtrg_47_2"
"513",47,17,27,"bbs_rtrg_47_17"
"514",47,34,28,"bbs_rtrg_47_34"
"515",47,46,30,"bbs_rtrg_47_46"
"516",47,50,28,"bbs_rtrg_47_50"
"517",47,61,30,"bbs_rtrg_47_61"
"518",47,72,29,"bbs_rtrg_47_72"
"519",47,91,29,"bbs_rtrg_47_91"
"520",48,27,27,"bbs_rtrg_48_27"
"521",48,46,30,"bbs_rtrg_48_46"
"522",48,50,29,"bbs_rtrg_48_50"
"523",48,69,27,"bbs_rtrg_48_69"
"524",48,72,28,"bbs_rtrg_48_72"
"525",48,90,30,"bbs_rtrg_48_90"
"526",48,91,28,"bbs_rtrg_48_91"
"527",49,34,29,"bbs_rtrg_49_34"
"528",49,66,29,"bbs_rtrg_49_66"
"529",49,72,30,"bbs_rtrg_49_72"
"530",49,91,29,"bbs_rtrg_49_91"
"531",50,2,30,"bbs_rtrg_50_2"
"532",50,27,28,"bbs_rtrg_50_27"
"533",50,34,27,"bbs_rtrg_50_34"
"534",50,72,30,"bbs_rtrg_50_72"
"535",51,27,27,"bbs_rtrg_51_27"
"536",51,34,28,"bbs_rtrg_51_34"
"537",52,17,28,"bbs_rtrg_52_17"
"538",52,34,29,"bbs_rtrg_52_34"
"539",52,61,28,"bbs_rtrg_52_61"
"540",52,72,28,"bbs_rtrg_52_72"
"541",52,91,28,"bbs_rtrg_52_91"
"542",53,2,28,"bbs_rtrg_53_2"
